category,term,normalized_name,synonyms
INTERVENTION,Red wine extract,Red wine extract,红葡萄酒提取物
INTERVENTION,Grape juice extract,Grape juice extract,葡萄汁提取物
INTERVENTION,Red wine,Red wine,红葡萄酒
INTERVENTION,Grape juice,Grape juice,葡萄汁
INTERVENTION,Red grape polyphenol extract,Red grape polyphenol extract,红葡萄多酚提取物
INTERVENTION,Grape polyphenol extract,Grape polyphenol extract,葡萄多酚提取物
INTERVENTION,Placebo,Placebo,安慰剂
INTERVENTION,High-fat diet,High-fat diet,高脂饮食
INTERVENTION,Standard diet,Standard diet,标准饮食
INTERVENTION,Western diet,Western diet,西方饮食
MEASUREMENT,GC-MS,Gas chromatography-mass spectrometry,气相色谱-质谱联用
MEASUREMENT,LC-MS,Liquid chromatography-mass spectrometry,液相色谱-质谱联用
MEASUREMENT,NMR,Nuclear magnetic resonance,核磁共振
MEASUREMENT,Folin-Ciocalteu assay,Folin-Ciocalteu assay,Folin-Ciocalteu测定
MEASUREMENT,Targeted metabolomics,Targeted metabolomics,靶向代谢组学
MEASUREMENT,Untargeted metabolomics,Untargeted metabolomics,非靶向代谢组学
MEASUREMENT,Semi-quantitative analysis,Semi-quantitative analysis,半定量分析
MEASUREMENT,24-hour urine collection,24-hour urine collection,24小时尿液收集
MEASUREMENT,Randomized controlled trial,Randomized controlled trial,随机对照试验
MEASUREMENT,Placebo-controlled study,Placebo-controlled study,安慰剂对照研究
MEASUREMENT,Crossover study,Crossover study,交叉研究
MEASUREMENT,Double-blind study,Double-blind study,双盲研究
MEASUREMENT,Bioavailability,Bioavailability,生物利用度
MEASUREMENT,Pharmacokinetics,Pharmacokinetics,药代动力学
MEASUREMENT,Biomarker,Biomarker,生物标志物
MEASUREMENT,Minimal Erythema Dose,Minimal Erythema Dose,最小红斑剂量
MEASUREMENT,Serum lipids,Serum lipids,血清脂质
MEASUREMENT,Plasma amino acids,Plasma amino acids,血浆氨基酸
MEASUREMENT,Branched chain amino acids,Branched chain amino acids,支链氨基酸
MEASUREMENT,Ketone bodies,Ketone bodies,酮体
MEASUREMENT,Sphingomyelin,Sphingomyelin,鞘磷脂
MEASUREMENT,Lysophosphatidylcholine,Lysophosphatidylcholine,溶血磷脂酰胆碱
MEASUREMENT,Dehydroepiandrosterone sulfate,Dehydroepiandrosterone sulfate,硫酸脱氢表雄酮
MEASUREMENT,Total cholesterol,Total cholesterol,总胆固醇
MEASUREMENT,LDL cholesterol,LDL cholesterol,LDL胆固醇
MEASUREMENT,HDL cholesterol,HDL cholesterol,HDL胆固醇
MEASUREMENT,Triglycerides,Triglycerides,甘油三酯
MEASUREMENT,Fasting glucose,Fasting glucose,空腹血糖
MEASUREMENT,Blood pressure,Blood pressure,血压
MISC,Metabolomics,Metabolomics,代谢组学
MISC,Lipidomics,Lipidomics,脂质组学
MISC,Genomics,Genomics,基因组学
MISC,Proteomics,Proteomics,蛋白质组学
MISC,Transcriptomics,Transcriptomics,转录组学
MISC,Nutrigenomics,Nutrigenomics,营养基因组学
MISC,Microbiome,Microbiome,微生物组
MISC,Gut microbiome,Gut microbiome,肠道微生物组
MISC,Gut metabolome,Gut metabolome,肠道代谢组
MISC,Metabolite profile,Metabolite profile,代谢物谱
MISC,Mass spectrometry,Mass spectrometry,质谱
MISC,Enzymatic deconjugation,Enzymatic deconjugation,酶法去结合
MISC,Chemical derivatization,Chemical derivatization,化学衍生化
MISC,Carryover effect,Carryover effect,残留效应
MISC,Washout period,Washout period,洗脱期
MISC,Intervention,Intervention,干预
MISC,Exposome,Exposome,暴露组
MISC,Endogenous compounds,Endogenous compounds,内源性化合物
MISC,Exogenous compounds,Exogenous compounds,外源性化合物
MISC,Primary metabolism,Primary metabolism,初级代谢
MISC,Secondary metabolism,Secondary metabolism,次级代谢
MISC,Bioactive compounds,Bioactive compounds,生物活性化合物
MISC,Clinical trial,Clinical trial,临床试验
MISC,Preclinical study,Preclinical study,临床前研究
MISC,In vivo,In vivo,体内
MISC,In vitro,In vitro,体外
MISC,Disease progression,Disease progression,疾病进展
MISC,Disease remission,Disease remission,疾病缓解
MISC,Healthspan,Healthspan,健康寿命
MISC,Therapeutic intervention,Therapeutic intervention,治疗干预
MISC,Dietary intervention,Dietary intervention,膳食干预
MISC,Species differences,Species differences,物种差异
