category,term,normalized_name,synonyms
ANATOMY,Adipose tissue,Adipose tissue,脂肪组织
ANATOMY,White adipose tissue,White adipose tissue,白色脂肪组织
ANATOMY,Mesenteric adipose tissue,Mesenteric adipose tissue,肠系膜脂肪组织
ANATOMY,Epididymal fat,Epididymal fat,附睾脂肪
ANATOMY,Renal cortex,Renal cortex,肾皮质
ANATOMY,Renal medulla,Renal medulla,肾髓质
ANATOMY,Abdominal fat,Abdominal fat,腹部脂肪
ANATOMY,Vascular endothelium,Vascular endothelium,血管内皮
ANATOMY,Blood vessels,Blood vessels,血管
ANATOMY,Smooth muscle cells,Smooth muscle cells,平滑肌细胞
ANATOMY,Macrophages,Macrophages,巨噬细胞
ANATOMY,Monocytes,Monocytes,单核细胞
ANATOMY,PBMC,Peripheral blood mononuclear cells,外周血单个核细胞
ANATOMY,Gut microbiota,Gut microbiota,肠道菌群
PHENOMENA,Oxidative stress,Oxidative stress,氧化应激
PHENOMENA,Inflammation,Inflammation,炎症
PHENOMENA,Chronic inflammation,Chronic inflammation,慢性炎症
PHENOMENA,Insulin resistance,Insulin resistance,胰岛素抵抗
PHENOMENA,Hyperglycemia,Hyperglycemia,高血糖
PHENOMENA,Lipid peroxidation,Lipid peroxidation,脂质过氧化
PHENOMENA,Adipogenesis,Adipogenesis,脂肪生成
PHENOMENA,Lipid accumulation,Lipid accumulation,脂质蓄积
PHENOMENA,Autophagy,Autophagy,自噬
PHENOMENA,Apoptosis,Apoptosis,细胞凋亡
PHENOMENA,Vasodilation,Vasodilation,血管舒张
PHENOMENA,Vasoconstriction,Vasoconstriction,血管收缩
PHENOMENA,DNA damage,DNA damage,DNA损伤
PHENOMENA,Mitochondrial dysfunction,Mitochondrial dysfunction,线粒体功能障碍
PHENOMENA,Glycolysis,Glycolysis,糖酵解
PHENOMENA,Glucose tolerance,Glucose tolerance,葡萄糖耐量
PHENOMENA,Metabolic adaptation,Metabolic adaptation,代谢适应
PHENOMENA,Dysbiosis,Dysbiosis,菌群失调
INTERVENTION,Grape,Grape,葡萄
INTERVENTION,Grape juice,Grape juice,葡萄汁
INTERVENTION,Grape seed extract,Grape seed extract,葡萄籽提取物
INTERVENTION,Grape pomace extract,Grape pomace extract,葡萄渣提取物
INTERVENTION,Grape skin extract,Grape skin extract,葡萄皮提取物
INTERVENTION,Whole grape powder,Whole grape powder,全葡萄粉
INTERVENTION,Grape polyphenolics,Grape polyphenolics,葡萄多酚
INTERVENTION,Grape seed proanthocyanidin extract,Grape seed proanthocyanidin extract,葡萄籽原花青素提取物
INTERVENTION,Procyanidin extract,Procyanidin extract,原花青素提取物
INTERVENTION,Muscadine grape phytochemicals,Muscadine grape phytochemicals,圆叶葡萄植物化学物
INTERVENTION,Resveratrol,Resveratrol,白藜芦醇
INTERVENTION,Red wine,Red wine,红葡萄酒
INTERVENTION,Orlistat,Orlistat,奥利司他（减肥药）
INTERVENTION,Statins,Statins,他汀类药物
INTERVENTION,Placebo,Placebo,安慰剂
INTERVENTION,High-fat diet,High-fat diet,高脂饮食
INTERVENTION,Western diet,Western diet,西方饮食
INTERVENTION,Cafeteria diet,Cafeteria diet,自助餐厅饮食
INTERVENTION,Low-fat diet,Low-fat diet,低脂饮食
INTERVENTION,Standard diet,Standard diet,标准饮食
INTERVENTION,Exercise,Exercise,运动
MEASUREMENT,Blood pressure,Blood pressure,血压
MEASUREMENT,Systolic blood pressure,Systolic blood pressure,收缩压
MEASUREMENT,Diastolic blood pressure,Diastolic blood pressure,舒张压
MEASUREMENT,Fasting blood glucose,Fasting blood glucose,空腹血糖
MEASUREMENT,Serum lipids,Serum lipids,血清脂质
MEASUREMENT,Total cholesterol,Total cholesterol,总胆固醇
MEASUREMENT,LDL cholesterol,LDL cholesterol,LDL胆固醇
MEASUREMENT,HDL cholesterol,HDL cholesterol,HDL胆固醇
MEASUREMENT,Triglycerides,Triglycerides,甘油三酯
MEASUREMENT,Free fatty acids,Free fatty acids,游离脂肪酸
MEASUREMENT,hs-CRP,High-sensitivity C-reactive protein,高敏C反应蛋白
MEASUREMENT,CRP,C-reactive protein,C反应蛋白
MEASUREMENT,IL-6,Interleukin-6,白细胞介素-6
MEASUREMENT,TNF-α,Tumor necrosis factor-alpha,肿瘤坏死因子α
MEASUREMENT,IL-10,Interleukin-10,白细胞介素-10
MEASUREMENT,MCP-1,Monocyte chemoattractant protein 1,单核细胞趋化蛋白1
MEASUREMENT,Adiponectin,Adiponectin,脂联素
MEASUREMENT,PAI-1,Plasminogen activator inhibitor type 1,纤溶酶原激活物抑制剂1型
MEASUREMENT,sICAM-1,Soluble intercellular adhesion molecule-1,可溶性细胞间黏附分子1
MEASUREMENT,sVCAM,Soluble vascular cell adhesion molecule,可溶性血管细胞黏附分子
MEASUREMENT,sE-selectin,Soluble E-selectin,可溶性E-选择素
MEASUREMENT,FMD,Flow-mediated dilation,血流介导的血管舒张
MEASUREMENT,ORAC,Oxygen radical absorbance capacity,氧自由基吸收能力
MEASUREMENT,Glutathione peroxidase activity,Glutathione peroxidase activity,谷胱甘肽过氧化物酶活性
MEASUREMENT,SOD activity,Superoxide dismutase activity,超氧化物歧化酶活性
MEASUREMENT,Catalase activity,Catalase activity,过氧化氢酶活性
MEASUREMENT,Lipid peroxidation,Lipid peroxidation,脂质过氧化
MEASUREMENT,Malondialdehyde,Malondialdehyde,丙二醛
MEASUREMENT,Nitric oxide,Nitric oxide,一氧化氮
MEASUREMENT,Reactive oxygen species,Reactive oxygen species,活性氧
MEASUREMENT,Body weight,Body weight,体重
MEASUREMENT,Visceral fat pad weight,Visceral fat pad weight,内脏脂肪垫重量
MEASUREMENT,Body mass index,Body mass index,体重指数
MEASUREMENT,Glycemic index,Glycemic index,血糖生成指数
MEASUREMENT,Glycemic load,Glycemic load,血糖负荷
MEASUREMENT,HOMA-IR,Homeostatic model assessment of insulin resistance,胰岛素抵抗稳态模型评估
MEASUREMENT,MicroRNAs,MicroRNAs,微小RNA
MEASUREMENT,mRNA,messenger RNA,信使RNA
MEASUREMENT,Gene expression,Gene expression,基因表达
MEASUREMENT,ELISA,Enzyme-linked immunosorbent assay,酶联免疫吸附测定
MEASUREMENT,Western blot,Western blot,蛋白质印迹
MISC,Phytochemicals,Phytochemicals,植物化学物
MISC,Bioactive compounds,Bioactive compounds,生物活性化合物
MISC,Bioavailability,Bioavailability,生物利用度
MISC,Bioaccessibility,Bioaccessibility,生物可及性
MISC,Metabolic clusters,Metabolic clusters,代谢集群
MISC,Metabolic profile,Metabolic profile,代谢谱
MISC,Metabolomics,Metabolomics,代谢组学
MISC,Metabolites,Metabolites,代谢产物
MISC,Adipocytokines,Adipocytokines,脂肪细胞因子
MISC,Pro-inflammatory cytokines,Pro-inflammatory cytokines,促炎细胞因子
MISC,Anti-inflammatory cytokines,Anti-inflammatory cytokines,抗炎细胞因子
MISC,Inflammatory markers,Inflammatory markers,炎症标志物
MISC,Oxidative markers,Oxidative markers,氧化标志物
MISC,Biomarkers,Biomarkers,生物标志物
MISC,Transcription factors,Transcription factors,转录因子
MISC,Gut microbiota,Gut microbiota,肠道菌群
MISC,Gut microbiome,Gut microbiome,肠道微生物组
MISC,Dysbiosis,Dysbiosis,菌群失调
MISC,Prebiotics,Prebiotics,益生元
MISC,Probiotics,Probiotics,益生菌
MISC,Sustainable agriculture,Sustainable agriculture,可持续农业
MISC,Pharmacovigilance,Pharmacovigilance,药物警戒
MISC,Clinical trial,Clinical trial,临床试验
MISC,Meta-analysis,Meta-analysis,荟萃分析
MISC,Systematic review,Systematic review,系统综述
MISC,Randomized controlled trial,Randomized controlled trial,随机对照试验
MISC,Animal model,Animal model,动物模型
MISC,In vivo,In vivo,体内
MISC,In vitro,In vitro,体外
MISC,Ex vivo,Ex vivo,离体
MISC,Pharmacodynamics,Pharmacodynamics,药效学
MISC,Pharmacokinetics,Pharmacokinetics,药代动力学
