category,term,normalized_name,synonyms
ANATOMY,Bruch's membrane,Bruch's membrane,Bruch膜
ANATOMY,Cell membranes,Cell membranes,细胞膜
ANATOMY,Mitochondria,Mitochondria,线粒体
ANATOMY,Peroxisomes,Peroxisomes,过氧化物酶体
ANATOMY,Nucleus,Nucleus,细胞核
ANATOMY,Cytosol,Cytosol,细胞质
ANATOMY,Brachial artery,Brachial artery,肱动脉
PHENOMENA,Oxidative stress,Oxidative stress,氧化应激
PHENOMENA,Inflammation,Inflammation,炎症
PHENOMENA,Chronic inflammation,Chronic inflammation,慢性炎症
PHENOMENA,Apoptosis,Apoptosis,细胞凋亡
PHENOMENA,Autophagy,Autophagy,自噬
PHENOMENA,Necrosis,Necrosis,坏死
PHENOMENA,Lipid peroxidation,Lipid peroxidation,脂质过氧化
PHENOMENA,DNA damage,DNA damage,DNA损伤
PHENOMENA,Mitochondrial dysfunction,Mitochondrial dysfunction,线粒体功能障碍
PHENOMENA,Phagocytosis,Phagocytosis,吞噬作用
PHENOMENA,Angiogenesis,Angiogenesis,血管生成
PHENOMENA,Neovascularization,Neovascularization,新生血管形成
PHENOMENA,Vasodilation,Vasodilation,血管舒张
PHENOMENA,Vasoconstriction,Vasoconstriction,血管收缩
PHENOMENA,Endothelial dysfunction,Endothelial dysfunction,内皮功能障碍
PHENOMENA,Insulin resistance,Insulin resistance,胰岛素抵抗
PHENOMENA,Hyperglycemia,Hyperglycemia,高血糖
PHENOMENA,Cellular senescence,Cellular senescence,细胞衰老
PHENOMENA,Neuroprotection,Neuroprotection,神经保护
PHENOMENA,Antioxidant defense,Antioxidant defense,抗氧化防御
PHENOMENA,Visual cycle,Visual cycle,视觉循环
PHENOMENA,Phototransduction,Phototransduction,光转导
INTERVENTION,Grape,Grape,葡萄
INTERVENTION,Grape juice,Grape juice,葡萄汁
INTERVENTION,Grape powder,Grape powder,葡萄粉
INTERVENTION,FDGP,Freeze-dried grape powder,冷冻干燥葡萄粉
INTERVENTION,Grape seed extract,Grape seed extract,葡萄籽提取物
INTERVENTION,Grape polyphenol extract,Grape polyphenol extract,葡萄多酚提取物
INTERVENTION,Grape skin extract,Grape skin extract,葡萄皮提取物
INTERVENTION,Grape pomace extract,Grape pomace extract,葡萄渣提取物
INTERVENTION,Resveratrol,Resveratrol,白藜芦醇
INTERVENTION,Quercetin,Quercetin,槲皮素
INTERVENTION,Lutein,Lutein,叶黄素
INTERVENTION,Zeaxanthin,Zeaxanthin,玉米黄质
INTERVENTION,Lutein/zeaxanthin supplement,Lutein/zeaxanthin supplement,叶黄素/玉米黄质补充剂
INTERVENTION,Lutein nanodisks,Lutein nanodisks,叶黄素纳米盘
INTERVENTION,Vitamin A,Vitamin A,维生素A
INTERVENTION,Vitamin C,Vitamin C,维生素C
INTERVENTION,Vitamin E,Vitamin E,维生素E
INTERVENTION,Zinc,Zinc,锌
INTERVENTION,Selenium,Selenium,硒
INTERVENTION,Omega-3 fatty acids,Omega-3 fatty acids,ω-3脂肪酸
INTERVENTION,DHA,DHA,二十二碳六烯酸
INTERVENTION,Aflibercept,Aflibercept,阿柏西普
INTERVENTION,AREDS2 formula,AREDS2 formula,AREDS2配方
INTERVENTION,RQC,Resveratrol-quercetin-curcumin,白藜芦醇-槲皮素-姜黄素复方
INTERVENTION,Statins,Statins,他汀类药物
INTERVENTION,Placebo,Placebo,安慰剂
INTERVENTION,High-fat diet,High-fat diet,高脂饮食
INTERVENTION,Western diet,Western diet,西方饮食
MEASUREMENT,MPOD,Macular pigment optical density,黄斑色素光密度
MEASUREMENT,FMD,Flow-mediated dilation,血流介导的血管舒张
MEASUREMENT,Visual acuity,Visual acuity,视力
MEASUREMENT,Contrast sensitivity,Contrast sensitivity,对比敏感度
MEASUREMENT,Photostress recovery time,Photostress recovery time,光应激恢复时间
MEASUREMENT,Central retinal thickness,Central retinal thickness,中央视网膜厚度
MEASUREMENT,Drusen size,Drusen size,玻璃疣大小
MEASUREMENT,Geographic atrophy growth rate,Geographic atrophy growth rate,地图状萎缩生长速率
MEASUREMENT,Oxidative stress markers,Oxidative stress markers,氧化应激标志物
MEASUREMENT,Total antioxidant capacity,Total antioxidant capacity,总抗氧化能力
MEASUREMENT,Total phenolic content,Total phenolic content,总酚含量
MEASUREMENT,Plasma carotenoid levels,Plasma carotenoid levels,血浆类胡萝卜素水平
MEASUREMENT,Skin AGEs,Skin AGEs,皮肤AGEs
MEASUREMENT,Serum CRP,Serum C-reactive protein,血清C反应蛋白
MEASUREMENT,TNF-α,TNF-alpha,肿瘤坏死因子α
MEASUREMENT,IL-6,Interleukin-6,白细胞介素-6
MEASUREMENT,IL-1β,Interleukin-1 beta,白细胞介素-1β
MEASUREMENT,IL-10,Interleukin-10,白细胞介素-10
MEASUREMENT,VEGF,Vascular endothelial growth factor,血管内皮生长因子
MEASUREMENT,Blood pressure,Blood pressure,血压
MEASUREMENT,Systolic blood pressure,Systolic blood pressure,收缩压
MEASUREMENT,Diastolic blood pressure,Diastolic blood pressure,舒张压
MEASUREMENT,Serum cholesterol,Serum cholesterol,血清胆固醇
MEASUREMENT,LDL cholesterol,LDL cholesterol,LDL胆固醇
MEASUREMENT,HDL cholesterol,HDL cholesterol,HDL胆固醇
MEASUREMENT,Triglycerides,Triglycerides,甘油三酯
MEASUREMENT,Fasting blood glucose,Fasting blood glucose,空腹血糖
MEASUREMENT,Body mass index,Body mass index,体重指数
MEASUREMENT,NADPH oxidase activity,NADPH oxidase activity,NADPH氧化酶活性
MEASUREMENT,SOD activity,Superoxide dismutase activity,超氧化物歧化酶活性
MEASUREMENT,CAT activity,Catalase activity,过氧化氢酶活性
MEASUREMENT,GPx activity,Glutathione peroxidase activity,谷胱甘肽过氧化物酶活性
MEASUREMENT,GST activity,Glutathione S-transferase activity,谷胱甘肽S-转移酶活性
MEASUREMENT,ORAC,Oxygen radical absorbance capacity,氧自由基吸收能力
MEASUREMENT,CDAI,Composite Dietary Antioxidant Index,复合膳食抗氧化指数
MEASUREMENT,NHANES,National Health and Nutrition Examination Survey,国家健康与营养调查
MEASUREMENT,AREDS2,Age-Related Eye Disease Study 2,年龄相关眼病研究2
MEASUREMENT,LASTII,Lutein Antioxidant Supplementation Trial II,叶黄素抗氧化补充试验II
MEASUREMENT,LISA,Lutein Intervention Study Austria,奥地利叶黄素干预研究
MEASUREMENT,CLEAR,Combination of Lutein Effects in the Aging Retina,衰老视网膜中叶黄素效应组合研究
MEASUREMENT,ELISA,Enzyme-linked immunosorbent assay,酶联免疫吸附测定
MEASUREMENT,Western blot,Western blot,蛋白质印迹
MEASUREMENT,PCR,Polymerase chain reaction,聚合酶链式反应
MISC,Antioxidants,Antioxidants,抗氧化剂
MISC,Polyphenols,Polyphenols,多酚
MISC,Flavonoids,Flavonoids,类黄酮
MISC,Carotenoids,Carotenoids,类胡萝卜素
MISC,Xanthophylls,Xanthophylls,叶黄素类
MISC,Bioactive compounds,Bioactive compounds,生物活性化合物
MISC,Phytochemicals,Phytochemicals,植物化学物
MISC,Bioavailability,Bioavailability,生物利用度
MISC,Metabolites,Metabolites,代谢产物
MISC,Biomarkers,Biomarkers,生物标志物
MISC,Inflammatory markers,Inflammatory markers,炎症标志物
MISC,Oxidative markers,Oxidative markers,氧化标志物
MISC,Clinical trial,Clinical trial,临床试验
MISC,Randomized controlled trial,Randomized controlled trial,随机对照试验
MISC,Double-blind study,Double-blind study,双盲研究
MISC,Placebo-controlled study,Placebo-controlled study,安慰剂对照研究
MISC,Meta-analysis,Meta-analysis,荟萃分析
MISC,Systematic review,Systematic review,系统综述
MISC,In vivo,In vivo,体内
MISC,In vitro,In vitro,体外
MISC,Ex vivo,Ex vivo,离体
MISC,Preclinical studies,Preclinical studies,临床前研究
MISC,Animal model,Animal model,动物模型
MISC,Cell culture,Cell culture,细胞培养
MISC,Pharmacodynamics,Pharmacodynamics,药效学
MISC,Pharmacokinetics,Pharmacokinetics,药代动力学
MISC,Pharmacovigilance,Pharmacovigilance,药物警戒
MISC,Dietary intervention,Dietary intervention,膳食干预
MISC,Nutritional supplement,Nutritional supplement,营养补充剂
MISC,Functional foods,Functional foods,功能性食品
MISC,Gut microbiota,Gut microbiota,肠道菌群
MISC,ROS,Reactive oxygen species,活性氧
MISC,Mitochondrial DNA,Mitochondrial DNA,线粒体DNA
MISC,Nuclear DNA,Nuclear DNA,核DNA
MISC,Oxidative phosphorylation,Oxidative phosphorylation,氧化磷酸化
